Order,Publish Date,Title,Story Arc,Detail Link
260,01/1965,Tales to Astonish (1958) #63 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=192
261,11/1964,X-Men (1963) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=194
262,12/1964,Daredevil (1964) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=203
263,02/1965,Tales to Astonish (1958) #64 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4180
264,11/1964,Avengers (1963) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=193
265,01/1965,X-Men (1963) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=198
266,01/1965,Tales of Suspense (1959) #61 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=199
267,02/1965,Tales of Suspense (1959) #62 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=204
268,12/1964,Avengers (1963) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=201
269,01/1965,Tales of Suspense (1959) #61 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17026
270,02/1965,Tales of Suspense (1959) #62 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17027
271,03/1965,Tales of Suspense (1959) #63 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=206
272,03/1965,Tales of Suspense (1959) #63 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17028
273,02/1965,Journey into Mystery (1952) #113 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=205
274,02/1965,Journey into Mystery (1952) #113 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17030
275,04/1965,Tales of Suspense (1959) #64 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=207
276,04/1965,Tales of Suspense (1959) #64 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17031
277,01/1965,Avengers (1963) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=208
278,01/1965,Strange Tales (1951) #128 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=209
279,01/1965,Strange Tales (1951) #128 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16285
280,01/1965,Fantastic Four (1961) #34,-,https://cmro.travis-starnes.com/detail.php?idvalue=210
281,02/1965,Amazing Spider-Man (1963) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=211
282,02/1965,Strange Tales (1951) #129 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=212
283,02/1965,Strange Tales (1951) #129 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16286
284,02/1965,Avengers (1963) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=213
285,03/1965,Avengers (1963) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=216
286,02/1965,Fantastic Four (1961) #35,-,https://cmro.travis-starnes.com/detail.php?idvalue=214
287,02/1965,Daredevil (1964) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=215
288,03/1965,Strange Tales (1951) #130 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=217
289,04/1965,Strange Tales (1951) #131 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=221
290,03/1965,Fantastic Four (1961) #36,-,https://cmro.travis-starnes.com/detail.php?idvalue=218
291,03/1965,X-Men (1963) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=219
292,03/1965,Tales to Astonish (1958) #65 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=197
293,03/1965,Amazing Spider-Man (1963) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=1708
294,04/1965,Fantastic Four (1961) #37,-,https://cmro.travis-starnes.com/detail.php?idvalue=222
295,04/1965,Amazing Spider-Man (1963) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=223
296,04/1965,Tales to Astonish (1958) #66 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=224
297,05/1965,Tales to Astonish (1958) #67 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=239
298,05/1965,Strange Tales (1951) #132 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=225
299,06/1965,Strange Tales (1951) #133 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=226
300,07/1965,Strange Tales (1951) #134 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=227
301,08/1965,Strange Tales (1951) #135 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=229
302,05/1965,Tales of Suspense (1959) #65 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=228
303,05/1965,Tales of Suspense (1959) #65 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17032
304,05/1965,X-Men (1963) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=236
305,07/1965,X-Men (1963) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=264
306,09/1965,X-Men (1963) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=269
307,10/1965,Journey into Mystery Annual (1965) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=2483
308,05/1965,Fantastic Four (1961) #38,-,https://cmro.travis-starnes.com/detail.php?idvalue=234
309,04/1965,Avengers (1963) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=232
310,05/1965,Avengers (1963) #16,-,https://cmro.travis-starnes.com/detail.php?idvalue=233
311,04/1965,Daredevil (1964) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=220
312,03/1965,Journey into Mystery (1952) #114 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=237
313,04/1965,Journey into Mystery (1952) #115 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=238
314,05/1965,Journey into Mystery (1952) #116 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=241
315,06/1965,Journey into Mystery (1952) #117 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=242
316,07/1965,Journey into Mystery (1952) #118 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=243
317,08/1965,Journey Into Mystery (1952) #119 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=251
318,09/1965,Journey Into Mystery (1952) #120 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=252
319,10/1965,Journey Into Mystery (1952) #121 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=253
320,11/1965,Journey into Mystery (1952) #122 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=254
321,12/1965,Journey Into Mystery (1952) #123 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=256
322,03/1965,Journey into Mystery (1952) #114 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17033
323,04/1965,Journey into Mystery (1952) #115 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17034
324,05/1965,Journey into Mystery (1952) #116 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17035
325,06/1965,Tales of Suspense (1959) #66 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=230
326,07/1965,Tales of Suspense (1959) #67 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=231
327,08/1965,Tales of Suspense (1959) #68 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=255
328,06/1965,Tales of Suspense (1959) #66 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17046
329,07/1965,Tales of Suspense (1959) #67 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17047
330,08/1965,Tales of Suspense (1959) #68 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17048
331,06/1965,Tales to Astonish (1958) #68 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=240
332,07/1965,Tales to Astonish (1958) #69 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=249
333,08/1965,Tales to Astonish (1958) #70 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=250
334,09/1965,Tales to Astonish (1958) #71 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=257
335,10/1965,Tales to Astonish (1958) #72 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=258
336,11/1965,Tales to Astonish (1958) #73 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=259
337,12/1965,Tales to Astonish (1958) #74 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=274
338,01/1966,Tales to Astonish (1958) #75 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=312
339,02/1966,Tales to Astonish (1958) #76 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=313
340,06/1965,Fantastic Four (1961) #39,-,https://cmro.travis-starnes.com/detail.php?idvalue=247
341,07/1965,Fantastic Four (1961) #40,-,https://cmro.travis-starnes.com/detail.php?idvalue=260
342,08/1965,Fantastic Four (1961) #41,-,https://cmro.travis-starnes.com/detail.php?idvalue=265
343,09/1965,Fantastic Four (1961) #42,-,https://cmro.travis-starnes.com/detail.php?idvalue=267
344,10/1965,Fantastic Four (1961) #43,-,https://cmro.travis-starnes.com/detail.php?idvalue=268
345,10/1964,Tales to Astonish (1958) #60 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4185
346,11/1964,Tales to Astonish (1958) #61 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4186
347,12/1964,Tales to Astonish (1958) #62 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4187
348,01/1965,Tales to Astonish (1958) #63 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4188
349,02/1965,Tales to Astonish (1958) #64 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=196
350,03/1965,Tales to Astonish (1958) #65 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4189
351,04/1965,Tales to Astonish (1958) #66 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4190
352,05/1965,Tales to Astonish (1958) #67 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4191
353,06/1965,Tales to Astonish (1958) #68 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4192
354,07/1965,Tales to Astonish (1958) #69 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4193
355,06/1965,Avengers (1963) #17,-,https://cmro.travis-starnes.com/detail.php?idvalue=244
356,08/1965,Tales to Astonish (1958) #70 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17049
357,09/1965,Tales to Astonish (1958) #71 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17050
358,10/1965,Tales to Astonish (1958) #72 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17051
359,11/1965,Tales to Astonish (1958) #73 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17062
360,12/1965,Tales to Astonish (1958) #74 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17063
361,05/1965,Amazing Spider-Man (1963) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=235
362,06/1965,Amazing Spider-Man (1963) #25,-,https://cmro.travis-starnes.com/detail.php?idvalue=248
363,06/1965,Daredevil (1964) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=261
364,07/1965,Amazing Spider-Man (1963) #26,The Green Goblin vs. the Crime-Master,https://cmro.travis-starnes.com/detail.php?idvalue=262
365,08/1965,Amazing Spider-Man (1963) #27,The Green Goblin vs. the Crime-Master,https://cmro.travis-starnes.com/detail.php?idvalue=263
366,08/1965,Daredevil (1964) #9,-,https://cmro.travis-starnes.com/detail.php?idvalue=266
367,07/1965,Avengers (1963) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=270
368,09/1965,Amazing Spider-Man (1963) #28,-,https://cmro.travis-starnes.com/detail.php?idvalue=277
369,09/1965,Strange Tales (1951) #136 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=1733
370,10/1965,Amazing Spider-Man Annual (1964) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=291
371,10/1965,Fantastic Four Annual (1963) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=272
372,11/1965,X-Men (1963) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=271
373,12/1965,X-Men (1963) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=303
374,01/1966,X-Men (1963) #16,-,https://cmro.travis-starnes.com/detail.php?idvalue=310
375,02/1966,X-Men (1963) #17,-,https://cmro.travis-starnes.com/detail.php?idvalue=319
376,03/1966,X-Men (1963) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=336
377,10/1965,Strange Tales (1951) #137 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=1734
378,11/1965,Strange Tales (1951) #138 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=279
379,12/1965,Strange Tales (1951) #139 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=280
380,01/1966,Strange Tales (1951) #140 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=281
381,02/1966,Strange Tales (1951) #141 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=282
382,09/1965,Tales of Suspense (1959) #69 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=278
383,10/1965,Tales of Suspense (1959) #70 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=285
384,11/1965,Tales of Suspense (1959) #71 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=286
385,12/1965,Tales of Suspense (1959) #72 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=297
386,01/1966,Tales of Suspense (1959) #73 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=320
387,02/1966,Tales of Suspense (1959) #74 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=321
388,03/1966,Tales of Suspense (1959) #75 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=322
389,04/1966,Tales of Suspense (1959) #76 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=323
390,03/1966,Strange Tales (1951) #142 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=283
391,04/1966,Strange Tales (1951) #143 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=284
392,05/1966,Strange Tales (1951) #144 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=289
393,06/1966,Strange Tales (1951) #145 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=332
394,03/1965,Strange Tales (1951) #130 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16287
395,04/1965,Strange Tales (1951) #131 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16288
396,05/1965,Strange Tales (1951) #132 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16289
397,06/1965,Strange Tales (1951) #133 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16290
398,07/1965,Strange Tales (1951) #134 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16291
399,08/1965,Strange Tales (1951) #135 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16292
400,09/1965,Strange Tales (1951) #136 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16293
401,10/1965,Strange Tales (1951) #137 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5316
402,11/1965,Strange Tales (1951) #138 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5317
403,12/1965,Strange Tales (1951) #139 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5318
404,01/1966,Strange Tales (1951) #140 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5319
405,02/1966,Strange Tales (1951) #141 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5320
406,03/1966,Strange Tales (1951) #142 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5321
407,04/1966,Strange Tales (1951) #143 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5322
408,05/1966,Strange Tales (1951) #144 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=5323
409,06/1966,Strange Tales (1951) #145 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=16348
410,07/1966,Strange Tales (1951) #146 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=17096
411,09/1965,Tales of Suspense (1959) #69 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4121
412,10/1965,Tales of Suspense (1959) #70 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4122
413,11/1965,Tales of Suspense (1959) #71 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4123
414,08/1965,Avengers (1963) #19,-,https://cmro.travis-starnes.com/detail.php?idvalue=275
415,09/1965,Avengers (1963) #20,-,https://cmro.travis-starnes.com/detail.php?idvalue=276
416,12/1965,Tales of Suspense (1959) #72 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4124
417,10/1965,Avengers (1963) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=288
418,11/1965,Avengers (1963) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=295
419,12/1965,Avengers (1963) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=298
420,01/1966,Avengers (1963) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=299
421,02/1966,Avengers (1963) #25,-,https://cmro.travis-starnes.com/detail.php?idvalue=300
422,10/1965,Amazing Spider-Man (1963) #29,-,https://cmro.travis-starnes.com/detail.php?idvalue=292
423,11/1965,Amazing Spider-Man (1963) #30,-,https://cmro.travis-starnes.com/detail.php?idvalue=296
424,10/1965,Daredevil (1964) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=294
425,12/1965,Daredevil (1964) #11,-,https://cmro.travis-starnes.com/detail.php?idvalue=307
426,11/1965,Fantastic Four (1961) #44,-,https://cmro.travis-starnes.com/detail.php?idvalue=301
427,12/1965,Fantastic Four (1961) #45,-,https://cmro.travis-starnes.com/detail.php?idvalue=302
428,01/1966,Fantastic Four (1961) #46,-,https://cmro.travis-starnes.com/detail.php?idvalue=308
429,02/1966,Fantastic Four (1961) #47,-,https://cmro.travis-starnes.com/detail.php?idvalue=318
430,03/1966,Fantastic Four (1961) #48,The Galactus Trilogy,https://cmro.travis-starnes.com/detail.php?idvalue=333
431,04/1966,Fantastic Four (1961) #49,The Galactus Trilogy,https://cmro.travis-starnes.com/detail.php?idvalue=334
432,05/1966,Fantastic Four (1961) #50,The Galactus Trilogy,https://cmro.travis-starnes.com/detail.php?idvalue=335
433,12/1965,Amazing Spider-Man (1963) #31,If This Be My Destiny,https://cmro.travis-starnes.com/detail.php?idvalue=304
434,01/1966,Amazing Spider-Man (1963) #32,If This Be My Destiny,https://cmro.travis-starnes.com/detail.php?idvalue=305
435,02/1966,Amazing Spider-Man (1963) #33,If This Be My Destiny,https://cmro.travis-starnes.com/detail.php?idvalue=306
436,01/1966,Daredevil (1964) #12,-,https://cmro.travis-starnes.com/detail.php?idvalue=309
437,02/1966,Daredevil (1964) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=1737
438,03/1966,Daredevil (1964) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=1738
439,01/1966,Tales of Suspense (1959) #73 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=4125
